,id,description,origin,type,measureType,geographicalArea,geographicalSigl,regulationRoleType,regulationId,regulationOrderNumber,startDate,endDate,additionalCodeId,additionalCodeText,exclusions,tariffFormula,hs_info_code,country
261,262,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9822610,None,01/01/1999,01/01/3000,None,None,None,3.70%,9605,AT
262,263,None,ERGA OMNES,"Suspension - goods for certain categories of ships, boats and other vessels and for drilling or production platforms",117,1011,TOUT,1,R8726583,None,01/07/2016,None,None,None,None,0%,9605,AT
263,264,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,9605,AT
264,265,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,9605,AT
265,266,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9822610,None,01/01/1999,01/01/3000,None,None,None,2.70%,9610,AT
266,267,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,9610,AT
267,268,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9822610,None,01/01/1999,01/01/3000,None,None,None,2.70%,9611,AT
268,269,None,ERGA OMNES,"Suspension - goods for certain categories of ships, boats and other vessels and for drilling or production platforms",117,1011,TOUT,1,R8726583,None,01/07/2016,None,None,None,None,0%,9611,AT
269,270,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,9611,AT
270,271,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,9611,AT
271,272,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9822610,None,01/01/1999,01/01/3000,None,None,None,6.70%,9617,AT
272,273,None,ERGA OMNES,"Suspension - goods for certain categories of ships, boats and other vessels and for drilling or production platforms",117,1011,TOUT,1,R8726583,None,01/07/2016,None,None,None,None,0%,9617,AT
273,274,None,ERGA OMNES,Airworthiness tariff suspension,119,1011,TOUT,1,R1815170,None,01/11/2018,None,None,None,None,0%,9617,AT
274,275,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,9617,AT
275,276,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9822610,None,01/01/1999,01/01/3000,None,None,None,1.70%,9618,AT
276,277,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,9618,AT
277,278,None,ERGA OMNES,Third country duty,103,1011,TOUT,1,R8726580,None,01/01/1998,None,None,None,None,0%,9704,AT
278,279,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R1110060,None,01/01/2012,01/01/3000,None,None,None,7.70%,010130,AT
279,280,None,ERGA OMNES,Supplementary unit,109,1011,TOUT,1,R8726581,None,01/01/2008,None,None,None,None,p/st,010130,AT
280,281,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,010130,AT
281,282,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,010130,AT
282,283,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R1110060,None,01/01/2012,01/01/3000,None,None,None,10.90%,010190,AT
283,284,None,ERGA OMNES,Supplementary unit,109,1011,TOUT,1,R8726581,None,01/01/2008,None,None,None,None,p/st,010190,AT
284,285,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,010190,AT
285,286,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R1719250,None,01/11/2018,01/01/3000,None,None,None,0%,010310,AT
286,287,None,ERGA OMNES,Supplementary unit,109,1011,TOUT,1,R8726581,None,01/01/2008,None,None,None,None,p/st,010310,AT
287,288,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,010310,AT
288,289,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,010310,AT
289,290,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R0120310,None,01/01/2005,01/01/3000,None,None,None,0%,010620,AT
290,291,None,ERGA OMNES,Supplementary unit,109,1011,TOUT,4,R0120311,None,01/01/2008,01/01/3000,None,None,None,p/st,010620,AT
291,292,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,010620,AT
292,293,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,010620,AT
293,294,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2005,01/01/3000,None,None,None,5.10%,02050020,AT
294,295,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,02050020,AT
295,296,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2005,01/01/3000,None,None,None,5.10%,02050080,AT
296,297,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,02050080,AT
297,298,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R0120310,None,01/01/2005,01/01/3000,None,None,None,9.00%,020830,AT
298,299,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,020830,AT
299,300,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,020830,AT
300,301,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R0120310,None,01/01/2005,01/01/3000,None,None,None,9.00%,020850,AT
301,302,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,020850,AT
302,303,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,020850,AT
303,304,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R1110060,None,01/01/2012,01/01/3000,None,None,None,9.00%,020860,AT
304,305,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,020860,AT
305,306,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,020860,AT
306,307,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R1110060,None,01/01/2012,01/01/3000,None,None,None,41.50 EUR / 100 kg,020990,AT
307,308,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,020990,AT
308,309,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R1618210,None,01/01/2017,01/01/3000,None,None,None,0%,030760,AT
309,310,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,030760,AT
310,311,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R1411010,None,01/01/2015,01/01/3000,None,None,None,188.20 EUR / 100 kg,040620,AT
311,312,None,All third countries,Non preferential tariff quota,122,1008,ALLTC,1,R2019880,090152,01/07/2024,30/06/2025,None,None,United Kingdom,94.10 EUR / 100 kg,040620,AT
312,313,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,040620,AT
313,314,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2005,01/01/3000,None,None,None,17.30%,0409000010,AT
314,315,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,0409000010,AT
315,316,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2005,01/01/3000,None,None,None,17.30%,0409000090,AT
316,317,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,0409000090,AT
317,318,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R2118320,None,01/01/2022,01/01/3000,None,None,None,7.70%,041090,AT
318,319,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/01/2022,None,None,None,None,0%,041090,AT
319,320,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,041090,AT
320,321,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9431150,None,01/01/2005,01/01/3000,None,None,None,0%,050210,AT
321,322,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9431150,None,01/01/2005,01/01/3000,None,None,None,0%,050290,AT
322,323,None,ERGA OMNES,Third country duty,103,1011,TOUT,1,R8726580,None,01/01/2005,None,None,None,None,0%,0504000010,AT
323,324,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,0504000010,AT
324,325,None,ERGA OMNES,Third country duty,103,1011,TOUT,1,R8726580,None,01/01/2005,None,None,None,None,0%,0504000090,AT
325,326,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,0504000090,AT
326,327,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2005,01/01/3000,None,None,None,0%,050590,AT
327,328,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,050590,AT
328,329,None,ERGA OMNES,Third country duty,103,1011,TOUT,1,R8726580,None,15/09/1994,None,None,None,None,0%,050610,AT
329,330,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,05/12/2024,01/01/3000,None,None,None,None,050610,AT
330,331,None,ERGA OMNES,Third country duty,103,1011,TOUT,1,R8726580,None,15/09/1994,None,None,None,None,0%,050690,AT
331,332,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,05/12/2024,01/01/3000,None,None,None,None,050690,AT
332,333,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9431150,None,01/01/2005,01/01/3000,None,None,None,0%,050710,AT
333,334,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,050710,AT
334,335,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9431150,None,01/01/2005,01/01/3000,None,None,None,0%,050790,AT
335,336,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,050790,AT
336,337,None,ERGA OMNES,Third country duty,103,1011,TOUT,1,R8726580,None,01/01/2005,None,None,None,None,0%,05080010,AT
337,338,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9431150,None,01/01/2007,01/01/3000,None,None,None,0%,051110,AT
338,339,None,ERGA OMNES,Supplementary unit,109,1011,TOUT,4,R0218321,None,01/01/2008,01/01/3000,None,None,None,p/st,051110,AT
339,340,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,10.00%,060390,AT
340,341,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,060390,AT
341,342,None,ERGA OMNES,Import control - CITES,710,1011,TOUT,4,R2309660,None,20/05/2023,01/01/3000,None,None,None,None,060390,AT
342,343,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,4.50%,070110,AT
343,344,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,070110,AT
344,345,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R0120310,None,01/01/2002,01/01/3000,None,None,None,9.60% + 120.00 EUR / 100 kg,070320,AT
345,346,None,All third countries,Non preferential tariff quota,122,1008,ALLTC,1,R2007610,094287,01/06/2021,None,None,None,"Argentina, China, United Kingdom",9.60%,070320,AT
346,347,None,Viet Nam,Preferential tariff quota,143,VN,VN,1,R2010240,098201,01/01/2025,31/12/2025,None,None,None,0%,070320,AT
347,348,None,Viet Nam,Restriction on entry into free circulation,465,VN,VN,1,R2007613,None,01/06/2021,None,None,None,None,None,070320,AT
348,349,None,ERGA OMNES,Unit price,488,1011,TOUT,1,R1524471,None,14/03/2025,27/03/2025,None,None,None,160.85 EurUP / 100 kg,070320,AT
349,350,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,10.40%,070390,AT
350,351,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,070390,AT
351,352,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,12.00%,070420,AT
352,353,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,070420,AT
353,354,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,12.80%,07070090,AT
354,355,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,07070090,AT
355,356,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R2425220,None,01/01/2025,31/05/2025,None,None,None,8.00%,070810,AT
356,357,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,070810,AT
357,358,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,10.40%,070970,AT
358,359,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,070970,AT
359,360,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,14.40%,071010,AT
360,361,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,071010,AT
361,362,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,14.40%,071030,AT
362,363,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,071030,AT
363,364,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2005,01/01/3000,None,None,None,14.40%,071090,AT
364,365,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,071090,AT
365,366,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2005,01/01/3000,None,None,None,12.00%,071140,AT
366,367,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,071140,AT
367,368,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,12.80%,071220,AT
368,369,None,All third countries,Non preferential tariff quota,122,1008,ALLTC,1,R2019880,090035,01/01/2025,31/12/2025,None,None,United Kingdom,10.00%,071220,AT
369,370,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,071220,AT
370,371,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R2416520,None,01/07/2024,01/01/3000,None,None,"Belarus, Russian Federation",None,071320,AT
371,372,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,0%,071340,AT
372,373,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2012,01/01/3000,None,None,None,3.20%,071360,AT
373,374,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,071360,AT
374,375,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R1110060,None,01/01/2012,01/01/3000,None,None,None,0%,080270,AT
375,376,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,080270,AT
376,377,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R1110060,None,01/01/2012,01/01/3000,None,None,None,0%,080280,AT
377,378,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,080280,AT
378,379,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2005,01/01/3000,None,None,None,0%,080720,AT
379,380,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2012,01/01/3000,None,None,None,7.20%,080840,AT
380,381,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,080840,AT
381,382,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R2425222,None,01/01/2025,31/05/2025,None,None,None,20.00%,080910,AT
382,383,None,All third countries,Non preferential tariff quota,122,1008,ALLTC,1,R2019880,090058,01/08/2024,31/05/2025,None,None,United Kingdom,10.00%,080910,AT
383,384,None,Viet Nam,Tariff preference,142,VN,VN,1,D200753E,None,01/01/2025,31/05/2025,None,None,None,0%,080910,AT
384,385,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R2425220,None,01/01/2025,30/04/2025,None,None,None,11.20%,081010,AT
385,386,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,081010,AT
386,387,None,ERGA OMNES,Unit price,488,1011,TOUT,1,R1524471,None,14/03/2025,27/03/2025,None,None,None,345.34 EurUP / 100 kg,081010,AT
387,388,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R2425220,None,01/01/2025,14/05/2025,None,None,None,8.80%,081050,AT
388,389,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,081050,AT
389,390,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R0120310,None,01/01/2002,01/01/3000,None,None,None,8.80%,081060,AT
390,391,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,081060,AT
391,392,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R1110060,None,01/01/2012,01/01/3000,None,None,None,8.80%,081070,AT
392,393,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,081070,AT
393,394,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2005,01/01/3000,None,None,None,8.80%,081210,AT
394,395,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,081210,AT
395,396,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/01/2005,01/01/3000,None,None,None,5.60%,081310,AT
396,397,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,081310,AT
397,398,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,9.60%,081320,AT
398,399,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,081320,AT
399,400,None,ERGA OMNES,Third country duty,103,1011,TOUT,4,R9922040,None,01/07/2000,01/01/3000,None,None,None,3.20%,081330,AT
400,401,None,Viet Nam,Tariff preference,142,VN,VN,1,D2007530,None,01/08/2020,None,None,None,None,0%,081330,AT
